current,torque
2.100283062220405128e+01,1.628721131808644529e+01
1.167454342227584796e+01,1.073319972070622264e+01
1.507023489790728732e+01,1.302597519900976053e+01
2.163706579265213392e+01,1.635553144185716690e+01
1.745245648933249782e+01,1.446476861762638855e+01
1.843340830997356150e+01,1.505558960789324630e+01
2.001487276904710910e+01,1.595533112823398447e+01
2.764930551644710022e+01,1.859465814175761622e+01
3.765187054787670906e+00,3.955406478237851964e+00
1.867782075473862591e+01,1.505964560714383005e+01
9.947504257764927527e-01,1.213883934145848276e+00
5.525314810652977471e+00,5.509322086556899478e+00
1.859635586199458146e+01,1.675257123810542126e+01
2.384299123245090612e+01,1.726797995709256384e+01
2.993073307358503499e+01,1.905159204800572681e+01
2.704112301695038667e+01,1.969507732529327981e+01
5.171621084680708691e+00,5.435173018507483356e+00
2.280965212852819235e+01,1.716260801072007069e+01
1.587386442313867541e+01,1.347762127262861931e+01
1.546783649552769724e+01,1.331724703613594585e+01
2.458914116618489132e+00,2.569927210411646623e+00
2.447106100552590391e+01,1.762548230310608233e+01
2.093165418806923483e+01,1.629843113079918027e+01
1.660293949475514808e+01,1.368465065197589858e+01
2.600697297596667568e+01,1.814569020542867150e+01
9.007440893776591295e+00,8.608220660153866888e+00
1.369591958999851045e+01,1.223857339625748075e+01
6.089194821886271924e+00,6.157021056007978999e+00
2.572191796286463017e+01,1.796850210924105795e+01
2.412747908710280775e+00,2.485574507239361797e+00
2.640629399948860012e+01,1.822181392283627943e+01
8.685965714116417047e-01,4.799452936918353618e-01
2.012415078231151000e+01,1.584424454803456683e+01
1.987088272550048629e+01,1.566967150959061961e+01
8.767240819519996009e+00,8.366931403278506707e+00
4.661911252410901874e+00,4.966754945343846650e+00
1.434475931171899354e+01,1.421510720673203032e+01
5.599176807354689700e+00,5.738613482524032250e+00
9.097177109372948323e+00,8.958242834863231252e+00
2.452149606333834342e+01,1.767363107284606727e+01
2.173596318452936060e+01,1.666397780157505082e+01
1.403823666205480336e+01,1.259514851411541336e+01
8.942282879584372068e+00,8.798602878902103797e+00
1.449090224652017511e+01,1.263331987459393346e+01
2.039817296020078174e+01,1.578547498525133008e+01
1.370015951699371826e+01,1.228087727793077022e+01
4.575877044864498977e+00,4.902225673957300245e+00
1.585723569876064687e+01,1.358321060687784865e+01
1.012028158590802107e+01,9.794807390763892840e+00
2.224951617592912712e+01,1.731945041791369988e+01
2.756483264463142291e+01,1.853325835499462571e+01
2.359500148069268377e+01,1.742634866551594541e+01
1.671877441982001500e+01,1.606835397680271171e+01
1.267070910902295111e+01,1.158860421214440173e+01
2.095655784128434007e+01,1.628203348480835899e+01
2.455345505337054490e+01,1.799841625355265862e+01
8.250184735667923874e+00,8.026974170596171021e+00
2.080388021844176905e+01,1.640814140654058306e+01
2.930073609118469591e+01,1.879265291344494315e+01
1.908970141956064026e+01,1.535828871120012984e+01
2.658190596610974410e+01,1.828381183956726019e+01
2.487226989387269782e+01,1.719913564677698048e+01
5.576427909050888587e+00,5.627655344721834041e+00
2.747249352184950766e+01,1.854411984504545075e+01
8.744081124730376686e+00,8.566103586294127936e+00
1.382995440859898784e+00,1.370975995513910473e+00
1.758826585119230401e+01,1.467395095160153673e+01
9.220976514827336601e+00,8.719111179604148276e+00
6.236870954803284128e+00,6.311728377932393386e+00
5.864681885844476028e+00,6.025321392588772085e+00
2.068028414468270171e+01,1.615948158636334142e+01
1.425379067848043801e+00,1.758295472400108084e+00
7.902118015296174747e+00,7.797486126752778191e+00
2.796837094254415845e+01,1.845843018939725866e+01
2.914098194888305215e+01,1.878862073224149398e+01
1.948126210559579619e+01,1.573269927714171068e+01
1.798533556789663024e+01,1.477165004760182043e+01
1.691060707235150318e+01,1.427774868310673817e+01
6.951436767109982817e+00,6.427587718666583072e+00
7.514904975555535493e+00,8.044886728725490599e+00
1.843446367359644356e+01,1.518688866578282060e+01
2.605140871755694931e+01,1.816608460981639084e+01
2.169411821208709767e+01,1.671744108108254068e+01
2.372183644741016906e+01,1.739292669724638785e+01
2.714057398415883071e+01,1.835240343093955317e+01
2.449660980750398664e+01,1.645507444016441667e+01
3.314047603644017848e+00,4.556540834027032361e+00
2.183185856661030400e+01,1.660167192556510685e+01
2.055155530954152709e+00,2.386461594126913166e+00
3.531981558060868220e+00,3.770335422153783256e+00
2.996476616701857054e+01,1.911537590696116240e+01
1.015213887468318710e+01,9.764943222534769873e+00
2.711980615664671035e+01,1.831715147257614973e+01
1.268089590330632355e+01,1.141653800267487462e+01
2.000229639238481383e+01,1.579262827596937058e+01
2.761931798762523371e+01,1.930365544372872932e+01
8.916777884697633993e+00,8.703159666707884767e+00
5.970707488494620740e+00,7.517399539378309292e+00
1.334498301211119653e+01,1.193259000522947133e+01
2.177376413108072839e+00,2.242854103793495035e+00
6.122658890092425032e-01,7.235085950140500710e-01
6.969332186345156277e-01,8.300096974260976479e-01
2.121229876788162727e+01,1.620777622895567305e+01
5.713428047372143936e+00,5.969205295449219406e+00
7.733945772399747121e+00,7.643838828472957481e+00
1.515866646852141031e+01,1.431248482556327062e+01
2.385576867651485244e+01,1.746260430579448908e+01
2.242535054791499505e+01,1.687333539942783034e+01
1.824297170461998618e+01,1.500037829885789442e+01
1.686328721048442247e+01,1.417405783381400575e+01
1.113598283280696499e+01,1.040690313473809248e+01
9.860499714299919560e-02,3.111131869089511781e-02
1.683686072383110854e+01,1.421422514929222380e+01
3.556801570417342795e+00,1.567470549627539178e+00
2.351239558552018138e+01,1.670537106728622589e+01
1.435169064826588325e+01,1.332136487971487249e+01
2.331355951099343216e+01,1.724883994607782611e+01
1.733021605761308237e+01,1.430197627394330695e+01
7.985251908734398718e+00,7.842022880963913423e+00
7.127983854679777131e+00,7.128597136346066065e+00
1.400955750395232258e+01,1.426470259327931167e+01
1.107932309952708572e+01,1.033999565059334813e+01
2.421926459086731143e+01,1.866971127694480970e+01
2.148590348151340379e+01,1.645811846783207599e+01
2.164647367193699878e+01,1.643641688364054687e+01
1.389259482559731040e+01,1.232332378930189876e+01
2.686178915829971814e+00,1.960916574230817000e+00
2.832365316661769228e+01,1.863010275587160436e+01
9.928938084040513701e+00,9.523569915482312354e+00
2.501253860284404595e+01,1.781148726328098419e+01
3.054719023014818013e-01,5.675778063549501429e-01
3.928794294231131801e+00,4.203526351105715264e+00
6.270917722195672894e+00,6.155214816944722500e+00
2.666859964636665836e+01,1.243731050076949884e+01
1.100826371967218620e+01,8.975214458818184582e+00
1.136885618784344310e+01,1.048584316498691926e+01
2.600160448454571238e+01,1.813507491478060274e+01
1.312360061126006272e+01,1.175517421514571303e+01
2.654543555819963885e+01,1.818449074612330563e+01
2.540767075358428073e+01,1.797326633978752142e+01
1.198206484870556565e+01,1.101368987485689388e+01
1.519311699487436051e+01,1.318491496156083009e+01
1.184413659644444339e+00,1.238416657373621499e+00
1.860690623941343436e+00,3.530398666098146343e+00
1.937307670850350050e+01,1.561457841266372171e+01
2.972563278703467660e+01,1.887468599492829924e+01
6.008581418852248390e+00,7.161199442254611469e+00
5.437930509215346930e+00,6.739216331604839461e+00
7.505594440545593216e+00,7.593282846865336388e+00
2.004304793392286399e+01,1.581270255813469738e+01
6.675889387848935819e+00,6.794441730912817334e+00
1.412505768120849581e+01,1.246608338882199796e+01
1.641710094873252146e+01,1.283040912545067336e+01
2.635604968390529734e+01,1.825373054600382972e+01
1.743296672789333712e+01,1.458328962619532732e+01
2.887677148185407106e+01,1.683268252982215785e+01
3.617918878940924454e+00,3.826434212258532419e+00
5.647004799397830510e+00,5.831440033306797055e+00
1.748823070800814961e+01,1.476272163119759817e+01
1.723678063027481855e+01,1.439933573101302500e+01
1.002573938758999184e+01,9.652885347153960183e+00
2.868403456102111448e+01,1.727606452078248367e+01
2.970385465277515991e+01,1.900925426426177722e+01
2.625448776967725806e+01,2.010401051077595724e+01
3.953172347720912416e-01,6.542689637441845285e-01
2.557084302837602507e+01,1.791303154564182520e+01
1.349852379605702701e+01,1.205457937393779133e+01
2.492139216522562606e+01,1.780132990643189927e+01
1.910057252620041623e+01,1.534545214982428085e+01
1.630975010310429596e+01,1.325766249701855948e+01
2.166460451292445910e+01,1.941788890455476491e+01
2.463734803865792955e+01,1.741595001910292240e+01
1.262064625292278741e+01,1.142451442129227779e+01
1.003461389834140505e+01,9.618187299570250204e+00
2.666237717784067129e+01,1.831796285056456242e+01
2.106857114378553320e+01,1.621310097671950601e+01
2.943266536749147022e+01,1.867414131667447208e+01
2.334897640208162528e+01,1.734368633158347350e+01
4.786054293666675008e-01,1.623372048013647095e+00
1.522053078085199651e+01,1.261144816858401185e+01
2.781911114555029041e+00,2.993129698659378501e+00
4.134239879307322063e-01,3.350998309397064667e-01
2.036445645062236309e+01,1.605073766425351067e+01
7.495753474793211524e+00,7.410300368977090990e+00
9.555523475819748924e+00,7.054876951315949718e+00
2.141933523564538078e+01,1.320652446571452998e+01
2.412027566536747258e+01,1.741761348463789716e+01
2.000436624304277800e+01,1.570294796288747285e+01
1.054097887887543550e+01,9.944540603380113808e+00
1.857312062977945999e+01,1.519653567874765265e+01
1.628756286859161406e+01,1.370711124264130731e+01
2.122952229436540961e+01,1.347259642967075699e+01
8.152592309933112347e+00,8.032151327473947333e+00
2.863507378203291864e+01,1.868674788079275118e+01
2.521168998927338833e+01,1.802828022163432919e+01
1.517700480912586158e+01,1.311296687001578043e+01
1.165106076716694439e+01,9.800396499569027142e+00
2.035810765398078104e+01,1.603843862089292216e+01
6.688590412307680033e+00,6.861719096764939074e+00
1.988837095423259260e+00,2.075949578930365469e+00
1.773312767145827351e+01,1.470692461755286118e+01
7.940426102221898041e-02,3.622986839826639049e-02
2.964576069874236808e+01,1.906038888552444277e+01
1.721442156798827483e+01,1.487836551434626031e+01
9.753646314508173987e+00,8.930959555906783365e+00
1.882332541109209600e+01,1.275321023135608201e+01
5.817659698236400168e+00,6.150243606435118693e+00
7.479791929513941895e+00,7.487070036922902183e+00
1.379274342911458895e+01,1.421335749051089437e+01
2.319306797477229765e+01,1.728864422625517605e+01
2.985664708626448949e+00,3.169169976720747961e+00
1.331769906580012552e+01,1.182128186542077941e+01
2.520845969911716011e+01,1.865252359483632105e+01
2.896834132220143587e+01,1.883866241206314385e+01
3.021188579295939203e+00,3.455767670892218923e+00
2.219445327551274971e+01,1.685867982802547260e+01
2.402514142371306249e+01,1.573764127299392968e+01
2.482784887055981926e+01,1.781936608754565299e+01
8.239029521562672542e+00,8.184863341765725053e+00
1.335463669208887971e+01,1.188949219895034837e+01
1.680831593148543490e+01,1.416163448270461522e+01
1.831621845962704143e+01,1.504371280044305870e+01
1.560596799715931837e+01,1.347125060259471141e+01
7.798823122418085951e-02,1.577943023093404118e-01
1.386973119370364316e+01,1.209329007945168577e+01
1.256297157823919441e+01,1.152902097979558427e+01
2.871992626418226635e+01,1.768244328473877047e+01
2.414736090732860063e+01,1.758154940514114628e+01
7.776131788720955562e+00,7.752859667638387187e+00
5.543040650782099732e+00,5.565393118468849210e+00
5.622762404846591622e+00,5.809467195704687725e+00
8.010483169719874397e+00,7.881046239203769233e+00
1.362802348986078727e+01,1.297191197302988996e+01
1.011004481830759794e+01,9.566158371972388608e+00
1.328703866517386523e+01,1.369475640648242454e+01
1.079611438110104160e+01,1.000575120858550093e+01
1.914490823414189080e+01,1.610608440844027101e+01
2.297737454939228385e+01,1.690390462801149951e+01
2.976042611765044654e+01,1.900965259700577903e+01
1.948233329705347927e+01,1.556119313195344844e+01
2.553623411599925319e+01,1.790119625031513806e+01
1.572512391797538100e+00,2.652363721640126126e+00
4.337876373369962124e+00,4.443259796211690649e+00
2.496099722619405625e+01,1.834543689961498458e+01
1.935707732728129216e+01,1.416490301245402250e+01
1.764096323730085203e+01,1.269696202243541272e+01
1.218214762280928021e+01,1.106008421394876251e+01
3.619509242003040583e+00,3.881889995713130315e+00
2.935834270618591191e+01,1.887550669965344596e+01
8.417772880399951418e+00,8.249351900510903945e+00
2.768350633423118978e+01,1.864358828308864346e+01
4.765543744463915488e+00,5.063035333823578732e+00
2.024114109436282760e+01,1.601844018409001080e+01
1.460338501994740135e-01,4.932516910151599210e-02
6.720685452723537345e+00,6.663137280751025848e+00
1.829220008905029005e+01,1.488552380957194821e+01
2.302485625375056344e+01,1.705403703686607031e+01
1.499066065700718298e+01,1.311887742541515323e+01
2.024668855156678759e+01,1.586221573137611962e+01
5.266782142743931416e+00,5.450947180357089472e+00
1.400434011038259641e+01,1.238982162921073993e+01
2.013346051511558343e+01,1.597450382707723193e+01
1.626577215438936008e+01,1.382702580680502535e+01
2.843624359076066810e+01,1.859282441271238540e+01
6.848368017470879643e+00,6.929216965931724204e+00
1.570748704979251542e+01,1.337181997207037298e+01
1.930571229935523903e+01,1.540452527033945351e+01
7.448577978519280940e+00,7.531008312429622542e+00
1.253234814135144592e+00,1.474043813178591344e+00
1.082826506484588514e+01,1.012080575815664041e+01
3.061603882126370024e+00,3.371487781457535249e+00
1.312854575490783837e+01,1.186938722158057224e+01
7.673055984845870370e+00,4.419750463973633359e+00
9.117784476886092726e-01,1.214638947234493171e+00
8.990753480809560827e+00,8.700914381432692579e+00
6.878776886733892759e+00,6.928979060351573516e+00
9.508459289860216046e-01,9.651586638380162952e-01
2.049079247484321797e+01,1.574394000942752569e+01
1.384870836203327471e+01,1.226736017524289934e+01
1.896350236522654598e+01,1.539486083671298644e+01
1.755291179213735120e+01,1.461657592032194586e+01
2.661085388379911976e+01,1.821786546402113416e+01
2.675318359036707605e+01,1.823489000327296594e+01
1.490692460057149660e+01,1.302191855730059267e+01
1.628293258367407148e+01,1.384572828520878751e+01
1.290622727724947438e+01,1.180466989528407495e+01
1.112424201444917138e+01,9.974816034672681297e+00
1.556035585922068520e+01,1.326179889247045374e+01
2.266230426153273214e+01,1.689531390113502951e+01
6.651621942652186092e+00,6.686980435483415697e+00
2.004034343799930795e+01,1.357627507307941173e+01
6.499230323126364617e+00,6.249961132011513598e+00
1.116024325567071962e+01,1.039202397829760471e+01
2.805188385659324979e+01,1.858002757206847377e+01
1.568862300166539114e+01,1.343766625073057419e+01
1.678302789070054857e+01,1.457455809219387710e+01
1.559496430596284888e+01,1.402812729838061223e+01
1.817557967465615221e+01,1.490262353875314361e+01
1.447326861699614042e+01,1.271271169675393153e+01
2.868732573243926254e+01,1.869567414996054566e+01
2.960340468043254702e+01,1.885477874558891642e+01
2.548514012797332384e+01,1.767514404691540619e+01
2.343431598357339496e+01,1.720909388971531229e+01
2.011810500481370312e+01,1.555036679123523058e+01
5.296766367571659195e-01,6.554462141833696798e-01
9.365438911205041350e+00,8.961197382841719516e+00
2.912342910632752080e+01,1.851371414264963633e+01
2.820234239349113636e+01,1.854910962747116443e+01
1.250706941066551670e+00,1.608798406401475534e+00
6.707316185255784990e-01,8.642077521443631838e-01
2.968040137012356539e+01,1.874567270517087536e+01
2.653968138192184867e+01,1.817995923426193983e+01
6.970714973188211872e+00,8.365334004227824138e+00
2.331455581270877886e+01,1.714611565285246186e+01
2.715910361191934896e+01,1.841175820794665086e+01
1.017938111497197262e+01,9.574819200792248353e+00
8.687731810862388215e+00,8.445844533199403870e+00
1.736765307133185132e+01,1.448262991433858815e+01
2.939034529840510501e+01,1.894412122887453620e+01
8.147807839386450368e+00,8.171576950848283616e+00
1.664551353835682335e+01,1.396564864359169178e+01
2.293312300037457163e+01,1.718955169034947872e+01
1.234158410110466342e+01,1.075704170665535919e+01
2.056771695605519312e+01,1.605280256169534780e+01
1.270552611801900689e+01,1.152445251484912347e+01
4.762569415289878094e+00,5.106799744990969003e+00
2.165565349830551600e+00,8.392927619939674067e-01
6.342439125437420167e+00,6.292103687040775384e+00
1.744870699342762066e+01,1.441953942719612414e+01
2.870110564580624413e+01,1.874038143325674355e+01
2.579165893555734712e+01,1.793288467657922425e+01
8.405604167065300558e+00,8.286833749590776677e+00
4.432670649049915923e+00,4.664636042288336171e+00
2.916688715553026867e+01,1.890907345004450235e+01
1.444756522066382765e+01,1.275644587561337318e+01
1.581269864884056453e+01,1.348265949183303114e+01
2.522563010832623220e+01,1.770935648771030557e+01
1.657831742970061484e+01,1.587060238005043900e+01
2.657393867193806969e+01,1.828040998347082180e+01
2.602859742554498368e+01,1.809465162654998593e+01
2.661487075188715412e+00,4.969694875038632276e+00
1.136341619897622124e+01,1.044944296760158409e+01
2.212385579719166273e+01,1.677161085758262971e+01
1.218550315412995078e+00,1.435518206527704788e+00
2.061645846015712991e+01,1.605475123758542821e+01
1.966313932949619669e+01,1.554882143020959973e+01
2.547913087146077871e+01,1.801237711482444936e+01
1.039121122777110884e+01,8.540230787563011461e+00
1.654933032929135805e+01,1.598906548303274988e+01
1.626484356446558621e+01,1.538459472457635258e+01
3.321881762657830084e+00,3.816745036435895688e+00
2.279827396565279685e+01,1.692386653039954680e+01
2.052788957203028275e+01,1.602756356609760147e+01
2.867710286926712371e+00,4.069560630588643590e+00
1.743354203704926064e+01,1.523953368968920330e+01
1.957974466435582528e+01,1.680563271132725234e+01
1.862353196273814149e+01,1.525433926182677347e+01
4.716799948572489853e+00,4.803055950663296159e+00
4.013473410602730329e-01,5.445013166399832460e-01
2.693711861586725220e+01,1.823820654195612079e+01
1.301150099525104409e+01,1.152835605772988714e+01
2.855049625085795384e+01,1.875965400613323908e+01
6.642517804574998852e-01,7.900237302303056985e-01
1.610698418653811714e+01,1.372419149029747842e+01
9.498522381627767075e+00,8.684918962953876331e+00
9.378746169989915504e-01,1.713456683847366158e+00
1.751395731932365152e+01,1.473069856691132884e+01
1.275236173911558701e+01,1.152863646712509293e+01
1.502267790103861067e+01,1.305674674437607941e+01
2.857181938013649258e+01,2.085040403126329878e+01
6.874912079979575097e+00,6.924261814229052625e+00
1.654344728008596732e+01,1.289443559751290636e+01
6.262493766704320564e+00,7.256756951823387425e+00
7.436877604559204435e+00,7.476667988273401733e+00
2.368509933322650340e+01,1.751849264386427407e+01
6.067073169099307606e+00,6.149113376108860329e+00
2.754268816008440623e+01,1.845153000920099373e+01
1.237555920832048528e+01,1.139365772891187767e+01
3.518598209441148317e+00,4.356650287312168857e+00
8.877472184254028065e+00,8.726753346716431992e+00
6.745898457497213840e+00,6.892221779081030952e+00
2.546986525895152198e+01,1.781694470705604161e+01
8.355430400224385323e+00,8.116916346054679821e+00
1.279428591809565674e+01,1.151847673954773477e+01
1.487775480330099853e+01,1.285070866266017831e+01
9.465187127581023319e+00,9.107358086569657729e+00
7.682535242414862964e+00,7.499249427521315958e+00
1.318764226041383125e+01,1.070144445820642964e+01
7.770443302040802358e+00,7.644086000397226854e+00
1.655313736967259075e+01,1.403570169658504518e+01
2.674786876627229404e+01,1.783993238391352776e+01
1.779173290214765757e+01,1.461742467313743177e+01
5.520473174144077788e+00,5.700401158904480958e+00
1.428983910864735485e+01,1.250127690183552431e+01
1.879501904419707259e+01,1.520865187927358342e+01
1.975434129601624633e+01,1.576563545256702703e+01
1.783257108469848617e+01,1.470680980093834123e+01
1.107253246520917678e+01,1.042755469709992688e+01
7.139378927682344944e+00,7.345992949447222919e+00
1.043990813841001453e+00,1.181200513902433746e+00
2.766263267544312043e+01,1.860278507077831378e+01
1.791777688166276405e+01,1.469014285350002247e+01
1.134493637110051090e+01,1.044810610285146524e+01
9.580829278987483377e+00,9.477279048484442470e+00
2.684565523791297537e+01,1.797418702495324894e+01
9.455557238594218816e+00,9.141444819349242579e+00
4.858246357816098371e-01,5.856531478190299955e-01
2.579876881206890715e+01,1.852297781510669950e+01
2.307891862176952102e+01,1.706241799099016632e+01
2.159161100897233609e+01,1.650734180853585897e+01
2.511589958880907147e+01,1.784349945946147642e+01
2.181465035066018743e+01,1.668373161631591728e+01
9.375627411326412641e+00,6.890153925618975883e+00
2.403641955198811431e+01,1.742156061228695307e+01
2.471917073566698164e+01,1.771701106339610376e+01
1.931522095065077949e+01,1.559447666129688237e+01
4.242374319679278472e+00,4.297898313159446815e+00
8.895029170661912232e+00,8.604224641449103927e+00
9.891153362069703192e+00,9.440353208176142985e+00
2.143269569298674426e+01,1.761098666935345491e+01
2.270665095726765514e+01,1.719698201326154319e+01
1.322693072625002486e+01,1.186711638459371976e+01
2.870750029496873168e+01,1.876878178517235440e+01
2.165817311398784639e+00,2.264320717723789400e+00
1.528652577961153014e+01,1.321537921122000192e+01
2.194682395583702572e+01,1.680359528468586916e+01
1.402094841178253759e+01,1.241802265372002445e+01
2.482786242677988753e+01,1.766673818718237143e+01
1.361062973732508041e+01,1.183382938004575280e+01
1.470237759336239058e+01,1.288129760666411094e+01
2.163733703600997771e+01,1.659766047564325575e+01
5.455391101621450467e+00,5.630923707307951886e+00
8.193268772055725790e+00,8.071320379389023358e+00
1.290998752293574903e+01,1.165639118077781333e+01
1.562858679155064756e+01,1.343654662691568369e+01
2.410216764520054156e+01,1.743206464499331076e+01
1.267732932086827802e+01,1.005803329829229043e+01
1.844924946449548742e+00,1.040012520124350637e+00
2.596758147705824271e+01,1.803438373031860920e+01
1.341658429696691535e+01,1.184919836314654873e+01
5.741656824715823504e+00,5.590871629984693669e+00
1.285844371399597108e+01,1.371691051882119439e+01
8.881696265085807340e+00,7.477674668099504096e+00
1.033621905263724727e+01,9.774964100024337910e+00
6.630965735503705716e+00,6.742837083098470963e+00
8.699211006556808456e+00,8.631515347821185458e+00
1.288173209507476891e+01,1.162926950841436735e+01
2.658197468107578132e+01,1.813307194387709131e+01
1.274024531385569148e+01,1.160286031284809738e+01
7.112128819560548099e-01,8.653595687494683997e-01
1.092539080857133627e+01,1.136938766154047009e+01
1.514651776090797419e+01,1.221331060416888192e+01
2.798704322725493743e+00,3.017380767258527552e+00
1.487770966869468303e+00,1.695915797135117087e+00
1.237879013170974218e+01,1.157621630686232983e+01
2.907080575404173928e+01,1.872401955754369851e+01
2.834103683749664171e+01,1.567529430011295233e+01
1.395627628811785259e+00,1.659083713716994257e+00
4.891408540673625183e-01,7.556969429181545905e-01
4.330547386143135391e-01,6.040393098615877143e-01
1.670292793067120751e+00,1.834184348280898158e+00
1.160157977482022496e+01,1.073952653808813906e+01
2.276253470265861623e+01,1.702690903451676263e+01
1.019368290190552706e+01,1.153730802741890749e+01
5.445381729319916708e+00,5.610379912995055562e+00
1.977076706506096926e+01,1.514963289548583703e+01
5.176636080763530323e-01,7.416371029397229586e-01
2.331349069831404464e+01,1.744486727490543032e+01
2.688695467831527708e+01,1.823224513723751983e+01
1.024975388203518811e+01,1.132248575810320368e+01
2.559853907548881580e+01,1.788362959436175714e+01
5.407880604439318617e+00,5.504456476509009377e+00
4.324946917850910566e+00,5.610144836642204424e+00
1.965809121332084786e+01,1.574772258614525100e+01
3.660870906873064712e+00,3.880783524165965837e+00
2.759822685535184306e+01,1.901586859838528554e+01
1.188426544876545776e+01,1.098135197488812587e+01
7.363354717179441344e+00,7.111764484453181545e+00
1.750975558195207782e+01,1.451802339292166089e+01
2.863902566971951202e+01,1.884560727459711060e+01
2.950869208730303939e+01,1.892594285201159821e+01
2.351624943995930472e+00,2.559957898902749829e+00
9.483622245196450251e+00,7.348363633258112593e+00
1.563847777791549376e+00,3.678997630720879819e+00
2.272322912793244853e+01,1.692405661345566870e+01
3.602870391031775199e+00,2.225688882411807512e+00
1.872094897315853146e+01,1.524814143814408141e+01
1.642828713431672938e+01,1.390387928711344756e+01
7.447531711053375858e+00,5.595917263308071377e+00
6.962411718778479752e+00,6.926024394025294129e+00
1.395588485982080407e+01,1.237073662148376485e+01
1.704700376253751770e+01,1.285137246615054707e+01
2.737118159395730288e+01,1.845782765348560872e+01
2.247751406330508317e+01,1.686101534428797066e+01
2.380875097412834762e+01,1.751596304088987921e+01
1.350711197865722468e+01,1.197496661259716255e+01
1.543026287043038636e+01,1.328360365274308208e+01
1.768979786263787446e+01,1.468535172573508873e+01
1.411764439680641914e+01,1.233064341155610144e+01
1.137733276423762696e+01,1.039503220919222493e+01
2.432427313855758388e+00,2.617712825873995008e+00
2.192603100052025766e+01,1.894502446190330147e+01
1.250072582991584014e+01,1.145940084486719535e+01
7.452019846722354401e+00,7.641885732533355124e+00
2.637178721585219066e+01,1.737778239661892954e+01
8.592326888600454460e-01,1.040979646782972834e+00
2.857981631143159618e+01,1.818804524843791626e+01
1.546992654067893547e+00,1.740867122797897126e+00
7.535165917242821365e+00,7.849922595267725178e+00
1.845150085768024439e+01,1.509810254415039665e+01
1.482921206703560735e+01,1.625374991001307379e+01
1.440423067767260257e-02,9.789149136770632087e-02
1.818769564652325599e+01,1.496597095754833084e+01
2.390362940277488413e+00,2.727137003703453022e+00
1.287717544043418805e+01,1.149635668500735264e+01
2.322262989773382458e+01,1.705922587632966625e+01
2.305455127977780094e+01,1.693706134767160520e+01
2.167588767954351514e+00,2.620055173947049010e+00
2.186575537183013296e+01,1.670549042565093245e+01
2.735073906891267015e+01,1.821488995533367827e+01
6.831530484771484169e+00,6.988523045980420179e+00
2.440237073459065797e+01,1.765334100710379772e+01
5.481116877277115940e+00,5.603059366270734643e+00
9.858354637710264878e-01,4.811791148855091294e-01
8.738706664235035504e+00,8.518760220926429483e+00
1.194778862820453647e+01,1.091179832506514558e+01
2.054096993610983901e+01,1.623283788233226943e+01
2.227497378883116852e+01,1.691809456015497659e+01
7.596856589292650064e+00,7.556676121672869506e+00
1.380289644208344590e+01,1.225167160447071879e+01
4.429634128484087441e+00,5.019433282788122952e+00
1.167110070687372314e+01,1.079775499115119608e+01
1.350144750668983384e+01,1.219221639011971092e+01
1.579683176325057659e+01,1.357882998024188659e+01
1.370549521282923955e+01,7.300067863068090190e+00
9.456241273817006743e+00,9.231147480741455524e+00
3.157536442445516567e+00,2.926269223360411953e+00
4.267157607152855192e+00,4.684506348513878038e+00
2.625665138867380577e+01,1.805431006276220884e+01
2.513018595823766965e+00,2.773127582492753707e+00
2.301888201456608485e+01,1.725017468318217695e+01
3.630769580291030252e+00,3.923563148645357490e+00
2.896111915451725594e+01,1.880002614293582042e+01
5.465618225032578437e+00,5.625828220413558789e+00
1.569694095695127345e+01,1.352438584535808985e+01
2.407796411251616320e+01,1.754955227913455218e+01
2.938559865005172611e+01,1.905972679671797465e+01
2.772870522880901589e+01,1.918761425613466542e+01
1.295336601690581979e+01,1.188040491198465354e+01
2.881079820703929073e+01,1.881202614591833466e+01
2.920288916366522614e+01,1.890295133078619827e+01
2.171314304666138639e+01,1.666339979717758624e+01
2.155891641988009511e+01,1.646057231014406241e+01
5.863878203479577778e-01,6.139002857456730133e-01
6.154879896663056016e+00,6.233358688814821136e+00
1.129876313857101078e+00,1.168606409480986708e+00
9.087832579690491741e+00,8.896211152316451987e+00
1.503086945352630543e+01,1.294233600153916797e+01
1.671400900106075937e+01,1.420882483111269501e+01
1.010650779354071460e+01,9.608535948373296165e+00
6.957965223362050367e+00,6.926879763240172849e+00
8.118466284658072851e+00,8.112858241037281815e+00
2.931992466059269731e+01,1.844641134923687176e+01
2.157616983679860923e+01,1.644516656088590878e+01
5.991381767980957562e+00,7.215149447979062103e+00
2.240673509390485663e+01,1.684724188623285812e+01
4.642241126033984422e+00,5.161301506925169313e+00
1.252798278177754554e+01,1.149605264954905159e+01
2.947693438075897632e+01,1.772108088686104566e+01
1.912618215795879806e+01,1.443525409521319602e+01
2.102069965792633255e+01,1.333193102391853024e+01
5.171898890348249012e+00,5.325063288525709204e+00
1.503851393307465978e+00,1.608382230968815829e+00
1.519298407272369822e+01,1.306566510377092705e+01
2.831051674108980265e+01,1.854601815175438517e+01
2.909711728195946989e+01,1.872721223928197531e+01
7.997404632239846212e-01,8.350406256794882243e-01
1.441240586156207293e+01,1.424576317803123793e+01
1.346045447376645754e+01,1.220649756750371751e+01
1.959354066911005177e+01,1.559814902970747141e+01
1.532241146475705484e+01,1.341343285732325796e+01
1.890977669097078362e+01,1.527232836312859909e+01
1.090480142938685226e+01,8.952759565240492989e+00
